"","CASEID","comment_text","Freedom.and.Rights","E.plurabus.Unum","representation.of.the.people","popular.will.and.equality","National.identity.and.heritage","Not.a.democracy.a.Republic","flawed.democracy","Institution.and.constitution","unclassified.other","Don.t.know","nothing.disaffected","Nothing.more.to.add","NA."
"10104",218419467,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10105",213009417,"The right to vote",0,0,0,1,0,0,0,0,0,0,0,0,0
"10106",225428519,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10107",221691399,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10108",219828653,"I like how most people get to make thier own decisions when it comes to certian private issues",1,0,0,0,0,0,0,0,0,0,0,0,0
"10109",222057253,"Freedoms speech, press,religion�",1,0,0,0,0,0,0,0,0,0,0,0,0
"10110",220625497,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10111",224978501,"Freedom to vote for whoever I want",0,0,0,1,0,0,0,0,0,0,0,0,0
"10112",208714953,"Voicing Opinions",1,0,0,0,0,0,0,0,0,0,0,0,0
"10113",15449766,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10114",216557235,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10115",2370402,"Right to vote. Free speech:",1,0,0,0,0,0,0,0,0,0,0,0,0
"10116",176339665,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10117",209790973,"Free speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10118",217334669,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10119",152603577,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10120",227327455,"the constant battle between balancing the right and the wrong within, and from, the law we have preserved for society. Not everyone will be pleased with the freedom, But we sure will try.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10121",71071066,"I like a constitutional republic, not a democracy",0,0,0,0,0,1,0,0,0,0,0,0,0
"10122",225745879,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10123",216834651,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10124",223401287,"The collective goal to help one another through electing representatives who, hopefully, have our best interest at heart.",0,1,0,1,0,0,0,0,0,0,0,0,0
"10125",229264547,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10126",192137507,"The vote for change",0,0,0,1,0,0,0,0,0,0,0,0,0
"10127",221199245,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10128",224084811,"Respect for other opinions",0,0,1,0,0,0,0,0,0,0,0,0,0
"10129",222707985,"How they work with the less w",0,0,0,0,0,0,0,0,1,0,0,0,0
"10130",221643765,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10131",53447144,"CHECKS AND BALANCES. PERSONAL LIBERTY. THJE RIGHT TO FREE SPEECH.",1,0,0,0,0,0,0,1,0,0,0,0,0
"10132",208899199,"It's not fascist",0,0,0,0,0,0,0,0,1,0,0,0,0
"10133",217071133,"Ability to choose ur own preferred leaders",0,0,0,1,0,0,0,0,0,0,0,0,0
"10134",142603145,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10135",147257865,"None",0,0,0,0,0,0,0,0,0,0,1,0,0
"10136",17321904,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10137",217326851,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10138",226445979,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10139",60375019,"Liberty for the people and different presidents in elections",1,0,0,1,0,0,0,0,0,0,0,0,0
"10140",221372869,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10141",134180025,"The opportunity to effect change by casting a vote",0,0,0,1,0,0,0,0,0,0,0,0,0
"10142",56917704,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10143",11054188,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10144",49991988,"being safe",0,0,0,0,0,0,0,0,1,0,0,0,0
"10145",195575047,"Freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10146",162997955,"The freedom to choose one�s representatives.",0,0,0,1,0,0,0,0,0,0,0,0,0
"10147",230864431,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10148",65943974,"Nothing.",0,0,0,0,0,0,0,0,0,0,1,0,0
"10149",222849021,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10150",216847149,"Trade power safely",0,0,0,0,0,0,0,1,0,0,0,0,0
"10151",211148149,"Voting",0,0,0,1,0,0,0,0,0,0,0,0,0
"10152",227329385,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10153",229867767,"Democracy is fair if commission is not banned",0,0,0,0,0,0,0,0,1,0,0,0,0
"10154",2263198,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10155",152018963,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10156",16491009,"Most of our freedoms are codified into law, i.e. the Constitution. It still worries me that the Supreme Court has the ability to nullify, re-interpret or fine-tune those freedoms when it chooses to (such as Roe v. Wade).",1,0,0,0,0,0,1,1,0,0,0,0,0
"10157",228793481,"Sharing of power amongst citizens",0,0,0,1,0,0,0,0,0,0,0,0,0
"10158",72153251,"n/a",0,0,0,0,0,0,0,0,1,0,0,0,0
"10159",135941349,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10160",68873563,"Bring able to have my say. Whether or not I ultimately get my way, my vote has influence. I am a participant, not a victim.",0,0,0,1,0,0,0,0,0,0,0,0,0
"10161",213804453,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10162",146082425,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10163",68929706,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10164",68712411,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10165",208396759,"Our freedom of choice and speech.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10166",219226209,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10167",108653951,"At least the concept that all are equal under the law",0,0,0,1,0,0,0,0,0,0,0,0,0
"10168",56170593,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10169",48500293,"This question is glib.",0,0,0,0,0,0,0,0,1,0,0,0,0
"10170",44466667,"Not living under a dictator.",0,0,0,0,0,0,0,0,1,0,0,0,0
"10171",18247819,"freedom, safety ,prosperity, happiness, peace",1,0,0,0,0,0,0,0,0,0,0,0,0
"10172",134238383,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10173",188179859,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10174",74834685,"Pretending my input matters",0,0,0,0,0,0,1,0,0,0,0,0,0
"10175",55019019,"none",0,0,0,0,0,0,0,0,0,0,1,0,0
"10176",226152103,"I don't like democracy at all",0,0,0,0,0,0,0,0,0,0,1,0,0
"10177",229307927,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10178",217418787,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10179",2264953,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10180",59310168,"Equality . Same oportunities for all. Civil rights.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10181",69132241,"the people come first and eveyone is under the rule of law",0,0,0,1,0,0,0,0,0,0,0,0,0
"10182",202075371,"keeping government accountable",0,0,0,1,0,0,0,0,0,0,0,0,0
"10183",222138323,"Freedom to speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10184",102395805,"Democracy only works if your side screams the loudest",0,0,0,0,0,0,1,0,0,0,0,0,0
"10185",18987993,"The Constitution.",0,0,0,0,0,0,0,1,0,0,0,0,0
"10186",156925379,"The constitution and bill of rights.",1,0,0,0,0,0,0,1,0,0,0,0,0
"10187",51844305,"That the worst ideas usually get shut down.",0,0,0,0,0,0,0,0,1,0,0,0,0
"10188",214743247,"Voices",0,0,0,1,0,0,0,0,0,0,0,0,0
"10189",188244601,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10190",200708595,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10191",12226479,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10192",47126452,"able to express my opinion",1,0,0,0,0,0,0,0,0,0,0,0,0
"10193",52130810,"The bill of rights.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10194",217570015,"Rule of law",1,0,0,0,0,0,0,0,0,0,0,0,0
"10195",230990679,"Everyone can share their thoughts",0,0,1,0,0,0,0,0,0,0,0,0,0
"10196",220271401,"Freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10197",50766571,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10198",228485329,"Improving the standard of living, reducing taxes and political justice",0,0,0,0,0,0,0,0,1,0,0,0,0
"10199",205012391,"Equality",0,0,0,1,0,0,0,0,0,0,0,0,0
"10200",114304263,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10201",230290641,"Freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10202",42026279,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10203",53435509,"Wake up they are destroying our country",0,0,0,0,0,0,0,0,1,0,0,0,0
"10204",161696067,"It's so ineffective it makes every other system look better by comparison",0,0,0,0,0,0,1,0,0,0,0,0,0
"10205",14176288,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10206",206902339,"First of all, we don't have a true, direct democracy. If we did, 'progressive'/Marxist/antiwhite ideas would've been forcibly shut down, long ago. I actually love the idea of direct democracy. Being able to vote on each specific issue would be very good for us. We would still have an ethnically/racially-exclusive homeland and our lives would be much better. Imagine if slavery never happened, the civil war never happened, the world wars never happened, the 'civil rights era' never happened, no feminism, no border crossing/invasion, no division or hate or terrorism; just peace, unity, hope. The anti-human shit-stirrers of the world, the Jews and Marxists/communists/socialists/Bolsheviks/globalists/neocons, would be powerless. A country in which only white males are allowed to vote on every little issue... Utopia. Paradise. It would be infinitely better than this.",0,0,0,0,0,0,1,0,0,0,0,0,0
"10207",200359677,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10208",224723599,"Freedoms.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10209",229735783,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10210",20853403,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10211",136516469,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10212",179765509,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10213",209191913,"hopefully the freedoms to be free",1,0,0,0,0,0,0,0,0,0,0,0,0
"10214",146768733,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10215",227780165,"Everything",0,0,0,0,0,0,0,0,1,0,0,0,0
"10216",229043231,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10217",48516248,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10218",100637067,"Speech freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10219",52148743,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10220",222006799,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10221",210316303,"A *true* democracy at the very least requires the consent of the masses.",0,0,0,1,0,0,1,0,0,0,0,0,0
"10222",217324989,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10223",168221605,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10224",212965671,"the rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"10225",74269620,"My freedom to my rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"10226",49821224,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10227",200515651,"If people get involved and vote, they can make a difference.",0,0,0,1,0,0,0,0,0,0,0,0,0
"10228",108642621,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10229",199860625,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10230",46808207,"Our freedom of speech protection under the first amendment.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10231",48062245,"freedom of speech, which is now diluted by wiorld wide web.",1,0,0,0,0,0,1,0,0,0,0,0,0
"10232",12241156,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10233",220134459,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10234",73232877,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10235",15162731,"Freedom of Speech, Checks and balances on power of the state",1,0,0,0,0,0,0,1,0,0,0,0,0
"10236",54382918,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10237",67349414,"Being able to vote, but Biden and the Democrats want a one party system, like in Putin's Russia.",0,0,0,1,0,0,1,0,0,0,0,0,0
"10238",231275159,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10239",223725237,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10240",217636351,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10241",225708813,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10242",230865239,"Equality, Participation, Representation, Protection of fundamental interests, Fostering human development",1,0,1,1,0,0,0,0,0,0,0,0,0
"10243",227596049,"We're a republic.",0,0,0,0,0,1,0,0,0,0,0,0,0
"10244",124573269,"I don't really like anything about democracy currently. Our government hasn't done the greatest job.",0,0,0,0,0,0,0,0,0,0,1,0,0
"10245",218293971,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10246",210070573,"It is interesting to learn and to grow in our fields of study.",0,0,0,0,0,0,0,0,1,0,0,0,0
"10247",162667657,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10248",67259505,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10249",221746025,"Its support for peoples� rights and its consideration of national security as something that cannot be negotiated",1,0,0,0,0,0,0,0,0,0,0,0,0
"10250",229437927,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10251",145016901,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10252",207673007,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10253",15851975,"able to voice opinion with fear of government reprisal",1,0,0,0,0,0,0,0,0,0,0,0,0
"10254",161290377,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10255",219286541,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10256",156524783,"Spending",0,0,0,0,0,0,0,0,1,0,0,0,0
"10257",226639547,"At least citizens can air their political view",1,0,0,0,0,0,0,0,0,0,0,0,0
"10258",229310757,"The power in people's hands",0,0,0,1,0,0,0,0,0,0,0,0,0
"10259",212980369,"The right to vote, the ability to hold people accountable",0,0,0,1,0,0,0,0,0,0,0,0,0
"10260",52013146,"Freedom of speech.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10261",221754569,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10262",204801373,"Freedom of speech, economic opportunity",1,0,0,0,0,0,0,0,0,0,0,0,0
"10263",64834339,"Personal freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10264",22387913,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10265",154297367,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10266",219116283,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10267",68308687,"You're using the word ""democracy"" wrong. The United States is a Constitutional Republic. We do not have a democracy. In our Constitutional Republic, the best part is that everyone gets a voice through our elected representatives. This would not be the case in a democracy. In a democracy, majority rules and 50% plus one of the people would have sway over the other 50% and we would be even more divided than we are today.",0,0,1,1,0,1,0,0,0,0,0,0,0
"10268",148458363,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10269",224927085,"Freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10270",229940047,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10271",214509347,"Cooperation and solidarity",0,1,0,0,0,0,0,0,0,0,0,0,0
"10272",219995315,"Self-administration of local communities",0,0,0,1,0,0,0,0,0,0,0,0,0
"10273",214082373,"Ability to fearlessly air my view concerning government affairs",1,0,0,0,0,0,0,0,0,0,0,0,0
"10274",44137791,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10275",67197882,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10276",218085995,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10277",220949885,"The thought of freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10278",201166669,"Ours is a constitutional republic",0,0,0,0,0,1,0,0,0,0,0,0,0
"10279",225138465,"Unity",0,1,0,0,0,0,0,0,0,0,0,0,0
"10280",211860241,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10281",223637663,"The respect for human rights, the ability to engage politically and the universal suffrage.",1,0,0,1,0,0,0,0,0,0,0,0,0
"10282",44306813,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10283",44633045,"Freedoms",1,0,0,0,0,0,0,0,0,0,0,0,0
"10284",204880083,"Voting",0,0,0,1,0,0,0,0,0,0,0,0,0
"10285",217961069,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10286",132290515,"when the people control the federal government",0,0,0,1,0,0,0,0,0,0,0,0,0
"10287",224925291,"freedom of expression",1,0,0,0,0,0,0,0,0,0,0,0,0
"10288",214033289,"Free speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10289",60589888,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10290",200305391,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10291",18570624,"Free election and speech.",1,0,0,1,0,0,0,0,0,0,0,0,0
"10292",47216768,"Diversity, equity and inclusion",0,0,1,0,0,0,0,0,0,0,0,0,0
"10293",43584061,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10294",116948905,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10295",221331075,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10296",217937145,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10297",210041179,"Self determination and free speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10298",215069013,"I don't know much about it",0,0,0,0,0,0,0,0,0,1,0,0,0
"10299",45073127,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10300",180129763,"Free speech is the most valued aspect of this country. Because of it, we can disagree with politicians by voting them out. That hasn't worked that well for NM, where I live. We have an idiot for a governor.",1,0,0,1,0,0,1,0,0,0,0,0,0
"10301",214738215,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10302",228956153,"Honest",0,0,0,0,0,0,0,0,1,0,0,0,0
"10303",226027631,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10304",224798237,"Freedom of expression",1,0,0,0,0,0,0,0,0,0,0,0,0
"10305",41710775,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10306",2062755,"Freedom and governance by the people not a dictator.",1,0,0,1,0,0,0,0,0,0,0,0,0
"10307",55239364,"Trump",0,0,0,0,0,0,0,0,1,0,0,0,0
"10308",218718229,"FREEDOM OF SPEECH. In America everyone has the right to believe, say, and feel whatever they want. REGARDLESS of how terrible, as long as it doesn't entice violence. This is a tough pill for people to swallow, but when put in practice I love it.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10309",218881787,"participation rights",0,0,0,1,0,0,0,0,0,0,0,0,0
"10310",221207907,"The Democratic part.",0,0,0,0,0,0,0,0,1,0,0,0,0
"10311",73509333,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10312",226784801,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10313",186967693,"possibility for people to control their own lives",1,0,0,0,0,0,0,0,0,0,0,0,0
"10314",217525177,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10315",137824591,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10316",229283131,"Not sure",0,0,0,0,0,0,0,0,0,1,0,0,0
"10317",187119125,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10318",52083203,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10319",18216770,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10320",68974621,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10321",190926647,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10322",11289677,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10323",229029149,"Protection of rights, ability to contribute to policy-making, people having power",1,0,0,1,0,0,0,0,0,0,0,0,0
"10324",104410883,"Representative government. We need more upgrades - increasing the size of the House of Representatives, passing the Equal Rights Amendment, Codifying Roe, and Improving Voting Rights, but we have a great system and we just need to focus on voting rights to effect the changes we need.",0,0,1,1,0,0,1,0,0,0,0,0,0
"10325",74289754,"Freedom of Speech and Assembly.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10326",217135235,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10327",163680097,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10328",224813653,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10329",220468731,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10330",69337437,"Freedom of speech.",1,0,0,0,0,0,0,0,0,0,0,0,0
"10331",228669747,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10332",70060281,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10333",67782046,"That we are a Republic",0,0,0,0,0,1,0,0,0,0,0,0,0
"10334",11163956,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10335",20094450,"Personal freedoms and ability to live my life in a safe, peaceful environment is one of many things I value",1,0,0,0,0,0,0,0,0,0,0,0,0
"10336",227085915,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10337",221598629,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"10338",220981363,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10339",74321478,"Freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"10340",213906057,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10341",14988257,"The people have a say in what's going on.",0,0,0,1,0,0,0,0,0,0,0,0,0
"10342",22054371,"the fact that we have choices",1,0,0,0,0,0,0,0,0,0,0,0,0
"10343",22673437,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10344",141166831,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10345",101884253,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10346",66945999,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10347",227881867,"Dotted and very reasonable",0,0,0,0,0,0,0,0,1,0,0,0,0
"10348",47365012,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10349",18944647,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10350",208126823,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10351",146029083,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10352",203745421,"The freedom to vote to act to speak without persecution",1,0,0,1,0,0,0,0,0,0,0,0,0
"10353",130429349,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10354",226678407,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10355",11782695,"My ability and responsibility to vote. The freedom of the press so I can learn about events and issues that affect my community. Our freedom to speak on our concerns and join with others to make our voices heard and make the government work better.",1,0,0,1,0,0,0,0,0,0,0,0,0
"10356",14105751,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10357",44539947,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10358",59176327,"The majority have a say.",0,0,0,1,0,0,0,0,0,0,0,0,0
"10359",214205365,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10360",223186401,"Giving an equal voice to all citizens",0,0,0,1,0,0,0,0,0,0,0,0,0
"10361",74270971,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10362",218868311,"Nothing in mind",0,0,0,0,0,0,0,0,0,1,0,0,0
"10363",74352816,"Making peace with other countries",0,0,0,0,0,0,0,0,1,0,0,0,0
"10364",64648828,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10365",17938183,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10366",211738325,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10367",215599281,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10368",162356929,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10369",225856405,"The intelligent",0,0,0,0,0,0,0,0,1,0,0,0,0
"10370",204341607,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10371",217408331,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10372",134614625,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10373",74608582,"There doen for the middle & lower class people. Giving better tax breaks.",0,0,0,0,0,0,0,0,1,0,0,0,0
"10374",12261146,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10375",47792092,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10376",163270287,"it has a tendancy to represent the public interest and preserve freedoms",1,0,1,0,0,0,0,0,0,0,0,0,0
"10377",205857025,"If done correctly, the voice of the people is given value.",0,0,0,1,0,0,0,0,0,0,0,0,0
"10378",57691482,"The opportunity to vote!",0,0,0,1,0,0,0,0,0,0,0,0,0
"10379",69383624,"The United States is a Democratic Republic. A pure Democracy does not and will never work because the majority controls. In a Democratic Republic the minority is protected from the majority rule. With that said, the Electoral College is the most important equalizer keeping simple democratic voting from becoming mob rule. An example the presidential election is not a single election. It is 51 separate elections forcing the candidates to participate in all areas and not just the most populated. This ensures that lower populated areas are equal to densely populated areas.",0,0,0,0,0,1,0,0,0,0,0,0,0
"10380",230133521,"People are represented, voices are heard",0,0,1,0,0,0,0,0,0,0,0,0,0
"10381",69574523,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10382",216530941,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10383",61838966,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10384",215963691,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10385",230409711,"Good management and dealing of political democrats with internal and external issues.",0,0,0,0,0,0,0,0,1,0,0,0,0
"10386",19241325,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10387",135245227,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10388",217120137,"Nothing specific",0,0,0,0,0,0,0,0,0,0,1,0,0
"10389",226674865,"Because they honest and trust",0,0,0,0,0,0,0,0,1,0,0,0,0
"10390",226749875,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10391",2055896,"I appreciate the Constitution democratic principles for Right to Privacy, Freedom of Speech, Right to Bear Arms, Freedom of Choice, and the Right to Vote, hard won for women. The Supreme Court violated the Right to Privacy for Women when they struck down Roe versus Wade. Women are not 2nd class Citizens.",1,0,0,1,0,0,1,0,0,0,0,0,0
"10392",52697540,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10393",201550209,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10394",163313377,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"10395",225978311,"Accountability",0,0,0,0,0,0,0,1,0,0,0,0,0
"10396",11273827,"The ability to change governments peacefully.",0,0,0,1,0,0,0,0,0,0,0,0,0
"10397",161266965,"Democracy is not a problem I wish the media and even the government would stop this headline",0,0,0,0,0,0,0,0,1,0,0,0,0
